year,month,day,hour,dewp_EWR,dewp_JFK,dewp_LGA,humid_EWR,humid_JFK,humid_LGA,wind_dir_EWR,wind_dir_JFK,wind_dir_LGA,wind_speed_EWR,wind_speed_JFK,wind_speed_LGA
2013,1,3,20,15.08,15.98,14,51.38,51.15,44.92,240,260,260,11.5078,13.809359999999998,10.357019999999999
2013,1,3,21,15.98,17.06,15.08,53.44,53.6,47.1,240,260,260,12.658579999999999,13.809359999999998,17.261699999999998
2013,1,3,22,17.06,17.06,15.98,60.69,53.6,47.25,230,260,260,10.357019999999999,13.809359999999998,14.960139999999999
2013,1,3,23,17.96,19.04,17.06,60.38,58.37,49.51,240,250,270,10.357019999999999,13.809359999999998,11.5078
2013,1,4,0,17.96,19.04,17.96,60.38,58.37,51.47,240,260,260,13.809359999999998,16.11092,12.658579999999999
2013,1,4,1,17.96,19.04,17.96,63.1,58.37,51.47,230,260,260,8.05546,14.960139999999999,17.261699999999998
2013,1,4,2,19.04,19.94,17.96,63.24,63.36,51.47,240,250,260,10.357019999999999,11.5078,11.5078
2013,1,4,3,19.04,19.94,17.96,66.09,65.72,51.47,250,260,270,11.5078,10.357019999999999,14.960139999999999
2013,1,4,4,19.94,19.04,19.04,68.68,60.97,53.91,230,280,260,6.904679999999999,12.658579999999999,14.960139999999999
2013,1,4,5,21.02,21.02,19.04,66.34,60.81,51.64,240,260,270,11.5078,13.809359999999998,16.11092
2013,1,4,6,21.02,21.02,19.94,60.81,60.81,53.66,230,260,250,16.11092,12.658579999999999,14.960139999999999
2013,1,4,7,21.92,21.92,19.04,60.93,60.93,51.64,240,240,260,10.357019999999999,18.41248,19.56326
2013,1,4,8,21.92,21.02,19.94,58.37,56.18,53.66,250,250,250,13.809359999999998,14.960139999999999,16.11092
2013,1,4,9,21.02,21.02,21.02,54.21,54.21,56.18,250,250,270,14.960139999999999,16.11092,19.56326
2013,1,4,10,19.04,19.94,19.04,47.75,51.78,49.83,260,260,270,16.11092,14.960139999999999,13.809359999999998
2013,1,4,11,19.04,19.94,17.96,47.75,51.78,47.57,270,250,260,20.714039999999997,17.261699999999998,18.41248
2013,1,4,12,19.94,19.94,19.04,44.33,49.62,47.75,260,260,270,17.261699999999998,18.41248,17.261699999999998
2013,1,4,13,19.04,19.04,17.96,46.09,46.09,44,250,260,270,24.166379999999997,19.56326,13.809359999999998
2013,1,4,14,19.94,19.94,19.04,47.89,47.89,46.09,250,250,250,21.864819999999998,20.714039999999997,14.960139999999999
2013,1,4,15,19.94,19.94,19.04,47.89,49.62,46.09,250,250,260,18.41248,20.714039999999997,17.261699999999998
2013,1,4,16,19.94,19.94,19.04,49.62,51.78,47.75,250,260,260,17.261699999999998,19.56326,17.261699999999998
2013,1,4,17,21.02,19.94,19.94,54.21,51.78,49.62,230,250,260,13.809359999999998,18.41248,16.11092
2013,1,4,18,21.02,21.02,19.94,56.18,54.21,49.62,230,260,270,9.20624,18.41248,17.261699999999998
2013,1,4,19,21.02,21.02,19.04,56.18,54.21,47.75,240,260,260,11.5078,20.714039999999997,18.41248
2013,1,4,20,19.94,19.94,19.04,53.66,51.78,49.83,250,270,260,11.5078,16.11092,13.809359999999998
2013,1,4,21,19.94,19.94,19.04,53.66,53.66,49.83,250,270,250,13.809359999999998,17.261699999999998,10.357019999999999
2013,1,4,22,19.04,19.94,17.96,53.91,56.02,47.57,250,270,260,11.5078,13.809359999999998,12.658579999999999
2013,1,4,23,19.04,19.04,17.96,55.89,53.91,47.57,240,270,240,11.5078,13.809359999999998,10.357019999999999
2013,1,5,0,17.96,17.96,17.06,53.36,51.47,45.76,260,270,260,10.357019999999999,14.960139999999999,10.357019999999999
2013,1,5,1,17.06,17.06,17.06,51.33,49.51,47.42,270,290,290,10.357019999999999,17.261699999999998,13.809359999999998
2013,1,5,2,17.06,15.98,15.98,53.6,47.25,45.26,280,290,270,12.658579999999999,18.41248,13.809359999999998
2013,1,5,3,17.06,15.98,17.06,53.6,48.98,49.51,290,290,270,18.41248,13.809359999999998,10.357019999999999
2013,1,5,4,17.06,15.98,17.06,53.6,48.98,49.51,260,270,280,11.5078,12.658579999999999,14.960139999999999
2013,1,5,5,17.06,17.96,17.06,53.6,53.36,49.51,240,270,260,12.658579999999999,16.11092,11.5078
2013,1,5,6,17.96,17.96,17.06,53.36,53.36,49.51,250,260,260,10.357019999999999,10.357019999999999,11.5078
2013,1,5,7,19.04,19.04,17.96,58.37,55.89,51.47,250,260,260,9.20624,13.809359999999998,11.5078
2013,1,5,8,19.94,19.94,19.04,53.66,53.66,49.83,240,260,280,9.20624,12.658579999999999,13.809359999999998
2013,1,5,9,21.02,19.94,19.04,50.14,49.62,46.09,270,270,280,10.357019999999999,10.357019999999999,8.05546
2013,1,5,10,21.02,19.94,21.02,44.51,42.51,46.41,310,320,310,10.357019999999999,20.714039999999997,17.261699999999998
2013,1,5,11,19.94,19.04,21.02,40.77,37.9,44.51,320,320,340,14.960139999999999,17.261699999999998,18.41248
2013,1,5,12,19.94,19.94,21.02,39.38,37.79,42.69,310,330,330,13.809359999999998,16.11092,12.658579999999999
2013,1,5,13,19.94,19.04,21.92,37.79,36.36,42.84,290,310,320,11.5078,9.20624,10.357019999999999
2013,1,5,14,19.94,19.04,19.94,37.79,36.36,39.38,310,310,310,9.20624,11.5078,9.20624
2013,1,5,15,19.04,19.04,19.04,37.9,39.23,37.9,310,280,260,8.05546,8.05546,8.05546
2013,1,5,16,19.94,21.02,21.02,42.51,48.07,42.69,310,260,280,4.60312,8.05546,5.7539
2013,1,5,17,19.94,21.02,19.04,44.33,50.14,40.9,280,260,260,4.60312,5.7539,9.20624
2013,1,5,18,21.92,24.98,21.92,49.93,64.03,48.21,240,240,0,8.05546,9.20624,0
2013,1,5,19,21.92,23,21.02,56.32,61.08,46.41,240,240,210,6.904679999999999,8.05546,5.7539
2013,1,5,20,21.92,23,21.92,60.93,63.77,49.93,240,240,320,4.60312,5.7539,3.4523399999999995
2013,1,5,21,23,24.08,21.02,66.11,66.72,48.07,220,240,260,4.60312,5.7539,8.05546
2013,1,5,22,23,24.08,21.02,66.11,66.72,50.14,210,230,220,4.60312,8.05546,3.4523399999999995
2013,1,5,23,23,24.98,21.02,69.04,66.36,50.14,210,230,220,4.60312,8.05546,5.7539
2013,1,6,0,23,24.98,21.02,63.77,66.36,50.14,210,240,220,5.7539,8.05546,5.7539
2013,1,6,1,23,24.98,21.02,63.77,66.36,51.95,230,240,220,9.20624,6.904679999999999,6.904679999999999
2013,1,6,2,23,26.06,21.02,63.77,69.4,54.21,200,240,210,4.60312,8.05546,10.357019999999999
2013,1,6,3,24.08,26.06,21.02,66.72,66.97,51.95,200,250,220,5.7539,8.05546,6.904679999999999
2013,1,6,4,28.04,30.02,26.96,81.5,88.37,72.03,200,230,210,8.05546,11.5078,10.357019999999999
2013,1,6,5,30.2,30.92,28.4,88.37,91.66,75.31,210,250,210,5.7539,8.05546,8.05546
2013,1,6,6,30.92,32,NA,88.42,92.36,NA,210,230,NA,5.7539,10.357019999999999,NA
2013,1,6,7,32,33.8,30.92,93.03,93.08,81.72,230,240,230,9.20624,11.5078,10.357019999999999
2013,1,6,8,32,33.8,30.92,86.59,93.08,81.72,240,260,240,8.05546,12.658579999999999,10.357019999999999
2013,1,6,9,32,32,30.02,86.59,86.59,75.5,230,250,240,11.5078,14.960139999999999,6.904679999999999
2013,1,6,10,30.92,33.8,30.02,74.98,80.79,69.86,250,240,270,11.5078,11.5078,8.05546
2013,1,6,11,30.02,32,28.94,59.93,73.08,61.89,240,230,230,10.357019999999999,12.658579999999999,9.20624
2013,1,6,12,28.94,32,26.96,51.03,67.22,52.87,250,230,270,10.357019999999999,12.658579999999999,10.357019999999999
2013,1,6,13,26.96,30.92,26.96,45.48,62.16,49.02,240,230,230,13.809359999999998,10.357019999999999,6.904679999999999
2013,1,6,14,24.98,30.02,26.96,40.22,55.56,47.05,250,220,230,14.960139999999999,10.357019999999999,6.904679999999999
2013,1,6,15,24.08,28.94,24.98,40.35,55.02,43.34,260,230,230,11.5078,10.357019999999999,6.904679999999999
2013,1,6,16,26.06,28.04,23,47.23,59.65,39.9,260,220,250,6.904679999999999,11.5078,11.5078
2013,1,6,17,26.06,28.94,24.08,48.87,61.89,43.49,270,240,260,8.05546,10.357019999999999,13.809359999999998
2013,1,6,18,24.98,26.06,24.08,46.73,50.94,43.49,250,260,270,10.357019999999999,14.960139999999999,16.11092
2013,1,6,19,24.98,24.98,24.08,48.7,48.7,45.01,260,260,260,10.357019999999999,11.5078,13.809359999999998
2013,1,6,20,26.06,24.98,24.98,50.94,48.7,46.73,270,270,280,10.357019999999999,12.658579999999999,11.5078
2013,1,6,21,26.06,26.06,26.06,52.73,50.94,48.87,270,270,290,10.357019999999999,10.357019999999999,12.658579999999999
2013,1,6,22,26.96,26.06,26.06,57.06,50.94,50.94,270,280,300,6.904679999999999,10.357019999999999,10.357019999999999
2013,1,6,23,26.96,26.06,26.96,59.5,50.94,52.87,270,280,280,9.20624,12.658579999999999,10.357019999999999
2013,1,7,0,26.96,26.06,26.96,59.5,54.97,54.73,260,290,290,8.05546,14.960139999999999,11.5078
2013,1,7,1,26.96,26.06,26.96,64.29,57.33,57.06,270,280,300,8.05546,10.357019999999999,13.809359999999998
2013,1,7,2,26.96,26.06,26.96,69.51,61.94,59.5,280,280,290,6.904679999999999,9.20624,13.809359999999998
2013,1,7,3,28.04,26.96,26.96,69.63,64.29,59.5,260,290,300,6.904679999999999,10.357019999999999,13.809359999999998
2013,1,7,4,28.04,26.96,28.04,72.66,64.29,62.21,280,300,300,9.20624,10.357019999999999,16.11092
2013,1,7,5,26.96,26.96,28.04,72.03,61.63,62.21,290,300,300,4.60312,12.658579999999999,10.357019999999999
2013,1,7,6,28.04,26.96,28.04,72.66,64.29,64.43,270,300,300,6.904679999999999,12.658579999999999,12.658579999999999
2013,1,7,7,28.94,26.96,28.94,69.73,64.29,64.54,250,300,300,8.05546,4.60312,13.809359999999998
2013,1,7,8,28.94,26.96,28.04,64.54,54.73,59.65,280,310,310,5.7539,12.658579999999999,16.11092
2013,1,7,9,26.96,26.96,26.96,50.73,50.73,54.73,300,320,310,13.809359999999998,18.41248,14.960139999999999
2013,1,7,10,24.08,24.98,26.06,43.49,43.34,50.94,320,330,310,14.960139999999999,11.5078,12.658579999999999
2013,1,7,11,23,23,24.08,39.9,39.9,46.91,300,310,300,11.5078,13.809359999999998,13.809359999999998
2013,1,7,12,21.92,21.02,21.02,36.85,36.7,39.57,300,290,340,14.960139999999999,13.809359999999998,8.05546
2013,1,7,13,19.94,19.94,21.92,35.05,35.05,39.72,360,320,300,11.5078,11.5078,8.05546
2013,1,7,14,19.94,19.94,21.92,33.88,35.05,39.72,290,340,310,11.5078,8.05546,10.357019999999999
2013,1,7,15,17.96,19.04,19.04,33.55,35.14,35.14,320,340,310,8.05546,5.7539,6.904679999999999
2013,1,7,16,17.96,19.04,21.92,36.18,40.9,42.84,330,350,0,6.904679999999999,5.7539,0
2013,1,7,17,17.96,19.94,21.02,37.46,47.89,44.51,320,160,0,3.4523399999999995,4.60312,0
2013,1,7,18,19.04,19.94,21.02,40.9,44.33,46.41,310,0,0,4.60312,0,0
2013,1,7,19,21.02,19.94,19.04,46.41,49.62,40.9,0,0,0,0,0,0
2013,1,7,20,21.02,21.92,19.94,46.41,53.97,42.51,0,0,0,0,0,0
2013,1,7,21,24.08,21.92,21.02,59.09,65.97,46.41,0,0,140,0,0,8.05546
2013,1,7,22,23,24.08,23,58.94,69.17,54.51,230,0,160,3.4523399999999995,0,5.7539
2013,1,7,23,23,26.06,21.02,69.04,72.45,48.07,210,250,220,6.904679999999999,9.20624,6.904679999999999
2013,1,8,0,23,26.06,23,69.04,78.45,52.26,210,240,220,3.4523399999999995,8.05546,4.60312
2013,1,8,1,24.08,26.96,24.98,72.24,81.42,59.22,210,230,200,6.904679999999999,8.05546,4.60312
2013,1,8,2,24.98,28.04,24.98,75,85.12,61.35,190,230,210,3.4523399999999995,6.904679999999999,5.7539
2013,1,8,3,26.06,28.94,24.08,81.95,81.57,59.09,190,220,200,4.60312,10.357019999999999,6.904679999999999
2013,1,8,4,24.98,28.04,24.98,81.27,81.5,61.35,240,230,220,4.60312,11.5078,5.7539
2013,1,8,5,24.08,28.04,24.98,81.8,78.62,61.35,210,230,220,4.60312,10.357019999999999,8.05546
2013,1,8,6,24.98,28.04,26.06,78.35,75.31,64.17,0,220,230,0,13.809359999999998,6.904679999999999
2013,1,8,7,24.98,28.94,26.06,81.27,75.39,61.94,210,230,220,5.7539,13.809359999999998,9.20624
2013,1,8,8,26.96,30.92,26.96,72.03,72.46,64.29,240,230,230,6.904679999999999,12.658579999999999,9.20624
2013,1,8,9,28.94,30.92,26.96,66.85,67.09,59.5,230,240,220,9.20624,11.5078,10.357019999999999
2013,1,8,10,28.94,30.92,26.06,55.02,62.16,52.73,220,240,230,13.809359999999998,10.357019999999999,17.261699999999998
2013,1,8,11,30.02,30.02,28.04,53.33,55.56,51.24,230,220,230,10.357019999999999,9.20624,17.261699999999998
2013,1,8,12,30.02,30.92,28.94,51.55,53.47,49.33,230,230,230,14.960139999999999,13.809359999999998,14.960139999999999
2013,1,8,13,30.02,30.02,28.94,47.86,49.5,47.36,240,250,240,11.5078,12.658579999999999,9.20624
2013,1,8,14,30.02,30.92,28.94,47.86,51.34,45.79,220,250,250,11.5078,11.5078,8.05546
2013,1,8,15,28.04,30.92,28.94,44.14,53.47,47.36,240,250,220,11.5078,12.658579999999999,10.357019999999999
2013,1,8,16,28.04,30.92,30.02,49.19,59.64,49.5,230,230,210,10.357019999999999,10.357019999999999,11.5078
2013,1,8,17,28.94,32,30.02,55.02,64.93,51.55,220,230,210,6.904679999999999,11.5078,9.20624
2013,1,8,18,30.92,32,30.92,69.96,67.22,57.63,220,230,220,8.05546,12.658579999999999,8.05546
2013,1,8,19,30.92,33.08,28.94,69.96,70.2,53.17,200,240,230,5.7539,10.357019999999999,8.05546
2013,1,8,20,30.02,33.08,28.94,69.86,73.19,53.17,210,240,230,5.7539,11.5078,8.05546
2013,1,8,21,28.94,32,28.94,69.73,81.8,57.35,210,240,240,3.4523399999999995,5.7539,3.4523399999999995
2013,1,8,22,28.94,30.02,28.04,69.73,81.65,55.27,210,230,230,4.60312,6.904679999999999,3.4523399999999995
2013,1,8,23,28.94,30.92,28.04,72.24,81.72,55.27,230,230,0,4.60312,6.904679999999999,0
2013,1,9,0,28.94,30.92,26.96,75.39,84.69,59.5,0,240,0,0,5.7539,0
2013,1,9,1,28.94,30.92,26.96,81.57,84.69,57.06,0,230,0,0,3.4523399999999995,0
2013,1,9,2,28.94,32,28.04,78.13,88.47,62.21,0,220,0,0,4.60312,0
2013,1,9,3,30.02,32,30.92,78.79,88.47,72.46,0,0,0,0,0,0
2013,1,9,4,28.94,33.08,28.04,75.39,92.4,62.21,0,0,0,0,0,0
2013,1,9,5,28.94,32,30.92,78.13,81.8,75.58,0,0,50,0,0,4.60312
2013,1,9,6,28.94,32,33.08,78.13,78.96,82.46,0,0,60,0,0,5.7539
2013,1,9,7,30.02,30.92,33.08,85.24,88.42,85.43,260,NA,70,4.60312,3.4523399999999995,4.60312
2013,1,9,8,30.92,37.04,33.08,78.31,89.34,79.05,0,0,0,0,0,0
2013,1,9,9,32,37.04,33.98,67.22,73.59,67.45,0,210,0,0,4.60312,0
2013,1,9,10,33.08,35.06,32,65.07,63.13,55.85,170,160,160,3.4523399999999995,9.20624,9.20624
2013,1,9,11,33.98,37.04,33.08,60.47,70.64,58.33,230,200,190,5.7539,6.904679999999999,8.05546
2013,1,9,12,33.98,33.98,32,62.56,62.56,53.63,200,190,220,9.20624,9.20624,10.357019999999999
2013,1,9,13,33.98,35.06,33.08,60.47,63.13,56.01,270,210,220,8.05546,6.904679999999999,9.20624
2013,1,9,14,35.06,34.16,33.98,63.13,62.16,58.07,180,170,180,8.05546,9.20624,14.960139999999999
2013,1,9,15,37.04,36.32,35.06,63.39,70.56,58.61,210,190,200,13.809359999999998,8.05546,10.357019999999999
2013,1,9,16,37.04,39.02,35.96,60.89,76.35,58.34,240,210,220,11.5078,6.904679999999999,5.7539
2013,1,9,17,37.04,39.02,35.96,63.39,70.86,58.34,240,250,240,12.658579999999999,8.05546,14.960139999999999
2013,1,9,18,37.04,37.04,35.06,65.56,65.56,56.3,250,250,240,10.357019999999999,17.261699999999998,17.261699999999998
2013,1,9,19,37.04,37.04,35.96,68.28,65.56,58.34,260,250,260,11.5078,16.11092,23.0156
2013,1,9,20,37.04,37.04,35.06,73.59,68.28,56.3,230,250,260,11.5078,16.11092,20.714039999999997
2013,1,9,21,35.96,35.96,33.08,72.98,67.69,54.15,230,260,260,12.658579999999999,16.11092,18.41248
2013,1,9,22,35.06,33.08,32,70.42,58.33,51.85,240,260,250,12.658579999999999,16.11092,18.41248
2013,1,9,23,33.08,30.92,30.92,67.81,53.47,51.34,220,260,250,8.05546,18.41248,17.261699999999998
2013,1,10,0,32,30.92,30.02,70.08,59.64,51.55,230,260,260,8.05546,14.960139999999999,13.809359999999998
2013,1,10,1,30.02,30.02,28.04,69.86,62.04,49.19,210,260,280,9.20624,10.357019999999999,13.809359999999998
2013,1,10,2,28.94,28.94,24.98,66.85,59.36,43.34,230,260,290,6.904679999999999,8.05546,16.11092
2013,1,10,3,26.96,26.06,26.06,59.5,50.94,48.87,270,280,320,5.7539,11.5078,10.357019999999999
2013,1,10,4,26.06,26.06,24.98,54.97,54.97,46.73,320,300,310,6.904679999999999,14.960139999999999,19.56326
2013,1,10,5,26.06,23,24.08,54.97,44.83,46.91,300,300,330,12.658579999999999,12.658579999999999,12.658579999999999
2013,1,10,6,24.98,23,24.08,54.81,48.39,48.56,280,300,310,6.904679999999999,10.357019999999999,14.960139999999999
2013,1,10,7,24.98,23,24.98,52.56,46.41,50.42,330,310,310,6.904679999999999,16.11092,14.960139999999999
2013,1,10,8,24.98,23,24.98,48.7,43.02,48.7,330,320,320,8.05546,14.960139999999999,9.20624
2013,1,10,9,23,23,24.98,41.56,41.56,46.73,320,330,320,17.261699999999998,21.864819999999998,13.809359999999998
2013,1,10,10,21.92,21.92,24.08,39.72,38.12,45.01,320,330,320,11.5078,21.864819999999998,16.11092
2013,1,10,11,21.92,21.92,21.92,36.85,36.85,39.72,330,320,340,13.809359999999998,16.11092,16.11092
2013,1,10,12,21.92,19.94,21.92,34.21,32.53,38.12,320,310,320,14.960139999999999,14.960139999999999,16.11092
2013,1,10,13,21.92,19.94,21.02,32.86,31.45,35.47,310,310,340,12.658579999999999,14.960139999999999,16.11092
2013,1,10,14,21.92,19.94,21.92,32.86,32.53,35.38,300,300,300,11.5078,11.5078,11.5078
2013,1,10,15,21.02,19.94,23,32.93,32.53,38.56,330,320,320,10.357019999999999,12.658579999999999,11.5078
2013,1,10,16,21.92,19.94,23,36.85,36.52,39.9,310,320,330,8.05546,12.658579999999999,10.357019999999999
2013,1,10,17,21.92,19.94,24.98,38.12,37.79,45.15,320,320,320,8.05546,6.904679999999999,9.20624
2013,1,10,18,23,21.02,24.98,41.56,39.57,45.15,330,310,310,6.904679999999999,6.904679999999999,8.05546
2013,1,10,19,23,21.02,24.98,43.02,42.69,46.73,340,320,320,4.60312,5.7539,8.05546
2013,1,10,20,23,21.92,24.08,43.02,46.23,45.01,340,350,360,6.904679999999999,6.904679999999999,6.904679999999999
2013,1,10,21,24.98,23,24.08,52.56,50.46,48.56,10,30,50,8.05546,5.7539,5.7539
2013,1,10,22,24.98,21.92,24.98,56.77,49.93,54.81,30,50,70,8.05546,5.7539,3.4523399999999995
2013,1,10,23,24.08,21.92,24.98,52.79,49.93,54.81,0,30,60,0,4.60312,4.60312
2013,1,11,0,24.98,23,24.98,59.22,54.51,56.77,20,30,40,4.60312,8.05546,3.4523399999999995
